YEAR,WEEK,NUMBER,RESULT
2015,23,3,0
2011,39,1,0
2013,31,1,0
2007,31,10,0
2014,32,7,0
2008,35,4,0
2016,30,50,1
2013,30,2,0
2011,33,37,1
2015,37,10,0
2013,37,50,0
2009,29,50,0
2009,28,15,0
2015,38,1,0
2015,28,34,1
2009,25,50,0
2013,37,27,0
2009,25,50,0
2010,31,13,1
2014,36,1,0
2010,29,17,0
2010,27,9,0
2011,31,39,1
2009,25,8,0
2013,31,18,0
2016,31,50,1
2014,28,6,0
2012,31,2,0
2011,27,16,0
2011,36,1,0
2008,35,4,0
2007,36,50,0
2009,28,44,0
2007,30,9,0
2011,34,37,0
2008,33,12,0
2009,35,1,0
2007,28,3,0
2007,33,2,0
2009,26,2,0
2014,28,1,0
2014,23,16,0
2013,32,46,0
2014,38,1,0
2012,30,7,0
2011,29,2,0
2012,25,3,0
2016,29,50,1
2007,33,50,1
2014,35,19,0
2008,36,1,0
2011,26,50,0
2009,26,11,0
2007,29,1,0
2008,34,19,0
2009,33,8,0
2012,31,25,1
2014,23,15,0
2014,33,1,0
2008,32,7,0
2009,25,50,0
2009,21,11,0
2012,28,19,1
2015,30,50,0
2015,34,28,1
2013,26,50,0
2012,31,50,1
2012,31,50,1
2010,30,4,0
2012,28,4,0
2007,34,6,0
2011,32,3,1
2011,28,5,0
2014,26,9,0
2010,31,11,0
2014,27,8,0
2011,38,17,0
2012,30,3,1
2011,34,1,0
2013,29,46,1
2009,24,50,0
2007,32,9,0
2016,24,14,0
2012,34,9,0
2012,27,3,0
2011,38,3,0
2016,30,50,0
2011,24,33,0
2009,24,50,0
2011,39,6,0
2012,37,1,0
2014,28,26,0
2012,34,12,0
2009,23,14,0
2007,26,2,0
2010,32,8,0
2009,29,50,0
2013,27,41,0
2013,23,4,0
2015,35,6,0
2014,25,27,0
2009,33,10,0
2016,30,11,1
2010,28,5,0
2013,30,11,0
2009,22,2,0
2007,34,1,0
2014,34,3,0
2014,33,19,0
2013,26,7,0
2015,30,3,0
2015,25,6,0
2012,27,50,0
2013,34,9,0
2011,37,3,0
2012,30,5,0
2014,33,7,0
2010,33,1,0
2010,26,9,0
2013,30,7,0
2008,29,1,0
2010,24,50,0
2015,37,4,0
2010,30,1,0
2009,34,3,0
2009,26,10,0
2016,28,39,0
2014,38,2,0
2014,27,2,0
2016,23,4,0
2016,23,4,0
2007,28,50,1
2010,37,10,0
2013,34,16,0
2013,31,50,1
2014,35,24,0
2011,30,26,0
2014,29,39,0
2007,31,50,1
2015,33,18,0
2012,31,21,1
2012,27,4,0
2008,30,8,0
2010,32,7,0
2012,24,4,0
2012,33,50,1
2014,38,6,0
2012,28,28,0
2012,34,1,0
2008,36,50,0
2011,28,2,0
2007,31,13,0
2014,39,1,0
2008,33,50,0
2013,36,50,1
2011,33,9,0
2010,39,2,0
2016,27,18,1
2015,26,50,0
2014,29,8,0
2008,33,50,1
2015,33,12,0
2010,27,39,0
2009,31,37,0
2013,36,10,0
2009,22,2,0
2015,25,9,0
2010,38,10,0
2009,24,39,0
2009,33,1,0
2013,37,37,1
2007,28,35,0
2013,26,3,0
2013,28,14,0
2010,29,1,0
2013,30,39,0
2015,26,26,0
2013,31,19,0
2008,39,19,0
2012,31,50,1
2010,35,10,0
2016,27,50,0
2010,36,3,0
2013,29,43,0
2014,30,6,0
2008,38,8,0
2013,31,1,0
2015,27,6,0
2014,38,6,0
2014,31,5,0
2012,29,23,0
2014,38,4,0
2013,30,17,0
2010,25,13,0
2011,28,8,0
2007,34,14,1
2014,38,4,0
2015,35,50,1
2016,30,50,1
2012,26,8,0
2010,36,6,0
2009,33,50,1
2010,34,16,1
2009,26,12,0
2008,26,5,0
2015,30,7,0
2008,23,24,0
2009,23,2,0
2016,30,50,1
2008,33,2,0
2009,29,50,0
2014,30,6,0
2016,29,50,1
2015,22,6,0
2010,31,1,0
2011,29,50,0
2008,33,8,0
2010,36,3,0
2011,35,2,0
2016,31,47,1
2010,32,12,0
2014,33,1,0
2015,34,25,0
2013,35,24,1
2008,35,4,0
2010,39,3,0
2007,27,1,0
2009,23,50,0
2012,34,3,0
2010,27,39,0
2015,34,21,0
2014,27,15,0
2014,33,6,0
2014,32,15,0
2012,30,16,1
2009,33,4,0
2007,28,42,0
2007,37,1,0
2010,31,12,0
2014,25,3,0
2008,30,1,0
2009,37,2,0
2009,24,50,0
2015,31,45,1
2009,32,37,0
2008,34,4,0
2013,36,23,1
2013,32,45,0
2014,24,2,0
2008,37,2,0
2011,31,11,1
2009,24,50,0
2012,29,3,0
2009,37,3,0
2007,30,1,0
2010,28,7,0
2015,23,3,0
2007,28,33,0
2010,27,9,0
2016,30,50,1
2007,35,1,0
2011,27,50,0
2008,34,42,0
2010,28,28,0
2013,26,7,0
2010,27,1,0
2013,30,1,0
2010,28,3,0
2010,23,2,0
2012,39,3,0
2008,38,5,0
2009,21,1,0
2009,28,17,0
2010,27,50,0
2015,22,1,0
2013,37,10,0
2011,24,2,0
2011,26,50,0
2012,31,50,1
2008,34,50,0
2010,32,8,0
2015,31,3,0
2012,31,5,1
2016,27,24,0
2014,32,23,0
2014,29,27,0
2009,24,50,0
2012,32,50,1
2010,29,2,0
2014,37,1,0
2008,23,2,0
2012,24,4,0
2011,32,7,1
2009,35,1,0
2007,37,1,0
2015,30,2,0
2010,25,5,0
2008,26,1,0
2012,23,32,0
2014,23,9,0
2015,34,1,0
2011,25,22,0
2016,29,50,0
2012,37,18,1
2013,34,4,0
2014,28,12,0
2015,29,17,0
2012,32,1,0
2007,39,13,0
2010,27,24,0
2014,24,14,0
2011,38,3,0
2013,30,17,0
2013,34,33,1
2011,29,19,0
2014,31,6,0
2011,26,1,0
2015,39,7,1
2015,26,2,0
2007,29,4,0
2011,26,8,0
2010,37,6,0
2013,31,50,0
2012,33,2,0
2013,28,7,0
2014,36,2,0
2010,28,9,0
2011,27,44,0
2011,35,37,0
2016,28,28,0
2014,31,4,0
2010,30,1,0
2011,28,47,0
2009,22,5,0
2009,30,17,0
2010,32,18,0
2007,33,50,0
2010,27,12,0
2009,27,50,0
2007,35,28,0
2008,30,7,0
2008,26,10,0
2010,37,1,0
2010,26,50,0
2010,25,24,0
2008,30,2,0
2010,37,5,0
2009,33,50,1
2016,25,43,0
2008,31,16,0
2007,38,1,0
2012,23,7,0
2010,25,50,1
2014,33,15,0
2013,26,3,0
2007,32,1,1
2008,27,1,0
2013,35,5,0
2013,36,27,0
2013,36,39,1
2010,29,2,0
2015,39,1,0
2007,34,8,0
2013,35,50,1
2010,36,2,0
2009,26,13,0
2013,39,16,0
2014,34,1,0
2015,37,2,0
2014,23,43,0
2007,29,7,0
2012,30,16,1
2007,34,50,0
2007,34,49,0
2012,32,31,0
2012,36,31,1
2015,24,44,0
2013,31,3,0
2010,23,2,0
2012,31,50,1
2015,33,6,0
2008,24,1,0
2009,33,14,1
2013,29,46,0
2007,34,3,0
2015,27,10,0
2015,31,9,0
2012,32,9,1
2012,34,29,1
2010,24,22,0
2014,32,18,0
2010,35,13,0
2015,35,50,0
2014,25,7,0
2013,35,13,0
2007,39,11,0
2015,28,4,0
2015,28,4,0
2016,24,6,0
2014,39,7,0
2014,32,21,0
2012,33,1,0
2015,33,5,0
2009,36,1,0
2012,34,2,0
2011,29,37,1
2015,31,50,1
2015,28,2,0
2011,36,2,0
2013,38,7,1
2011,24,2,0
2010,33,23,0
2012,31,23,1
2008,34,19,1
2009,25,2,0
2011,37,8,0
2014,35,13,0
2010,37,1,0
2010,28,50,0
2013,27,11,0
2012,32,50,0
2016,30,19,1
2010,22,29,0
2011,37,16,1
2007,30,14,0
2013,34,6,0
2016,30,32,1
2009,33,1,0
2011,36,1,0
2014,37,2,0
2007,38,10,0
2009,26,50,0
2009,25,50,0
2007,36,38,0
2011,28,5,0
2012,38,1,0
2008,29,10,0
2007,27,7,0
2008,28,8,0
2015,38,1,0
2015,35,48,1
2014,34,2,0
2016,31,24,0
2007,30,28,0
2008,30,2,0
2010,31,9,0
2015,28,4,0
2009,38,2,0
2011,34,2,0
2013,23,1,0
2010,33,15,0
2011,37,12,0
2013,35,16,1
2015,37,5,0
2010,30,1,0
2009,32,1,0
2009,36,2,0
2011,28,45,0
2015,28,2,0
2014,36,5,0
2013,30,2,0
2011,28,3,0
2014,31,8,0
2008,33,36,0
2009,27,2,0
2011,29,50,0
2015,37,4,0
2007,30,6,0
2013,35,11,0
2015,34,2,0
2009,38,8,0
2014,35,1,0
2010,27,3,0
2010,34,50,0
2012,31,3,0
2010,39,8,0
2007,32,1,0
2010,38,2,0
2014,38,1,0
2007,29,50,1
2010,37,6,1
2007,28,1,0
2007,36,41,0
2008,36,10,1
2014,37,3,0
2009,25,50,0
2014,34,12,0
2013,39,4,0
2015,36,5,0
2012,31,50,1
2010,35,3,0
2012,30,27,0
2013,36,29,1
2014,33,11,0
2016,26,8,0
2015,34,3,0
2009,29,49,0
2012,24,3,0
2016,26,32,0
2011,36,9,0
2010,30,4,0
2011,31,1,0
2016,28,6,0
2007,32,50,0
2015,28,44,0
2011,25,13,0
2012,28,5,0
2013,37,39,1
2010,28,50,0
2007,30,3,0
2008,34,16,0
2013,24,8,0
2014,36,5,0
2008,38,24,1
2016,31,31,1
2016,27,11,1
2008,34,6,0
2010,31,10,1
2013,23,16,0
2011,26,14,0
2014,24,24,0
2016,27,50,1
2009,36,1,0
2015,28,29,0
2013,29,50,0
2014,26,10,0
2009,25,4,0
2013,39,6,0
2015,30,50,1
2007,32,34,0
2011,21,1,0
2014,34,23,0
2015,29,50,1
2009,30,1,0
2010,37,1,0
2009,23,13,0
2012,32,2,0
2008,32,10,0
2012,37,43,1
2013,34,27,0
2010,38,5,0
2012,34,13,0
2013,28,20,0
2015,35,20,1
2008,31,7,0
2014,33,1,0
2014,23,12,0
2012,36,2,0
2012,29,47,0
2016,29,50,1
2013,29,50,0
2009,30,50,0
2011,24,13,0
2016,23,14,0
2010,32,21,0
2015,25,1,0
2010,26,23,0
2010,29,1,0
2011,36,3,0
2016,30,50,1
2011,32,11,1
2011,39,5,0
2014,38,1,0
2008,25,4,0
2011,27,6,0
2015,32,3,0
2007,39,12,0
2015,31,9,0
2007,33,5,0
2007,32,50,0
2012,26,5,0
2014,36,1,0
2011,30,9,0
2013,23,3,0
2013,34,1,0
2013,33,2,0
2009,25,17,0
2009,24,50,0
2010,36,4,0
2009,24,50,0
2009,27,11,0
2014,35,7,0
2015,26,14,0
2012,36,5,0
2013,23,17,0
2016,32,18,0
2016,32,18,0
2016,32,42,1
2016,32,26,1
2016,32,17,0
2016,32,29,1
2016,32,32,1
2016,32,37,1
2016,32,46,1
2016,32,50,1
2016,32,50,1
2016,32,16,1
2016,32,5,0
2016,32,17,0
2016,32,44,1
2016,32,2,0
2016,32,4,0
2016,32,17,0
2016,32,50,1
2016,32,2,0
2016,32,39,1
2016,32,29,0
2016,32,37,1
2016,32,50,1
2016,32,43,1
2016,32,50,1
2016,32,35,1
2016,32,16,0
2016,32,20,0
2016,32,50,1
2016,33,29,0
2016,33,36,1
2016,33,50,0
2016,33,2,0
2016,33,11,1
2016,33,44,1
2016,33,7,0
2016,33,49,0
2016,33,4,0
2016,33,9,1
2016,33,2,1
2016,33,12,1
2016,33,5,0
2016,33,43,1
2016,33,4,0
2016,33,11,0
2016,33,13,0
2016,33,8,0
2016,33,35,0
2016,33,3,0
2016,33,46,1
2016,33,8,0
2016,33,22,0
2016,33,4,1
2016,34,3,0
2016,34,2,0
2016,34,15,1
2016,34,2,0
2016,34,5,0
2016,34,7,0
2016,34,6,0
2016,34,14,0
2016,34,9,0
2016,34,6,0
2016,34,4,0
2016,34,8,1
2016,34,18,0
2016,34,2,0
2016,34,11,1
2016,34,2,0
2016,35,1,0
2016,35,2,0
2016,35,5,0
2016,35,12,0
2016,35,10,0
2016,35,11,1
2016,35,25,1
2016,35,8,0
2016,35,21,0
2016,35,12,0
2016,35,3,0
2016,35,17,0
2016,35,3,0
2016,35,14,0
2016,35,7,0
2016,35,12,1
2016,35,13,0
2016,35,14,1
2016,35,18,0
2016,35,8,0
2016,36,3,0
2016,36,3,0
2016,36,3,0
2016,36,19,0
2016,36,10,0
2016,36,13,0
2016,36,28,0
2016,36,3,1
2016,36,24,1
2016,36,8,0
2016,36,50,1
2016,36,8,0
2016,36,20,1
2016,36,8,0
2016,36,39,1
2016,36,9,0
2016,36,18,0
2016,37,11,0
2016,37,9,0
2016,37,12,1
2016,37,10,1
2016,37,18,0
2016,37,5,0
2016,38,5,0
2016,38,2,0
2016,38,3,0
2016,38,19,1
2016,38,3,0
2016,38,1,0
2016,38,11,0
2016,38,18,0
2016,38,4,0
2016,38,10,0
2016,38,10,0
2016,38,19,0
2016,39,4,0
2016,39,5,0
2016,39,2,0
2016,39,18,0
2016,39,3,0
2016,39,1,0
2016,39,5,1
2016,39,4,0
2016,39,10,0
2016,39,2,0
2017,23,30,0
2017,23,8,0
2017,23,28,0
2017,23,35,0
2017,23,26,0
2017,23,33,0
2017,23,50,0
2017,23,16,0
2017,23,3,0
2017,23,50,0
2017,23,50,0
2017,23,5,0
2017,23,21,0
2017,23,5,0
2017,23,2,0
2017,23,15,0
2017,24,2,0
2017,24,4,0
2017,24,7,0
2017,24,1,0
2017,24,1,0
2017,24,9,0
2017,24,44,1
2017,24,8,0
2017,24,50,0
2017,24,5,0
2017,24,18,0
2017,24,14,0
2017,25,29,0
2017,25,17,0
2017,25,6,0
2017,25,27,0
2017,25,15,0
2017,25,1,0
2017,25,32,0
2017,25,1,0
2017,25,4,0
2017,25,1,0
2017,29,13,1
2017,25,1,0
2017,25,15,0
2017,25,2,0
2017,26,2,0
2017,26,4,0
2017,26,45,0
2017,26,43,0
2017,26,17,1
2017,26,3,0
2017,26,24,0
2017,26,3,0
2017,26,11,0
2017,26,22,0
2017,26,7,0
2017,26,4,0
2017,26,50,0
2017,28,5,0
2017,27,4,0
2017,28,30,1
2017,27,14,0
2017,28,37,0
2017,27,13,0
2017,27,29,0
2017,27,1,0
2017,28,9,0
2017,28,11,0
2017,28,50,0
2017,28,50,1
2017,28,25,1
2017,27,16,0
2017,27,5,0
2017,28,4,0
2017,28,2,0
2017,27,6,0
2017,28,28,1
2017,27,8,0
2017,29,5,0
2017,28,50,1
2017,27,6,0
2017,28,6,0
2017,28,6,0
2017,28,50,1
2017,28,50,1
2017,28,27,1
2017,27,33,0
2017,30,10,1
2017,28,50,0
2017,28,15,0
2017,28,13,0
2017,27,38,0
2017,28,1,0
2017,27,1,0
2017,27,8,0
2017,28,24,0
2017,28,8,0
2017,28,18,0
2017,27,11,0
2017,27,2,0
2017,28,19,1
2017,28,13,0
2017,29,47,1
2017,29,42,1
2017,29,1,0
2017,29,50,1
2017,29,12,0
2017,29,18,1
2017,29,1,0
2017,29,3,1
2017,29,2,0
2017,29,3,0
2017,29,33,1
2017,29,49,1
2017,29,31,1
2017,29,5,0
2017,29,50,1
2017,29,20,1
2017,29,2,0
2017,29,4,0
2017,29,39,1
2017,29,28,0
2017,29,18,1
2017,29,50,1
2017,29,3,0
2017,30,9,0
2017,30,3,0
2017,30,8,0
2017,30,9,0
2017,30,50,1
2017,30,3,0
2017,30,17,1
2017,30,14,1
2017,30,5,0
2017,30,3,0
2017,30,10,0
2017,30,6,1
2017,30,7,0
2017,30,7,0
2017,30,26,0
2017,30,3,0
2017,30,11,0
2017,30,18,0
2017,30,33,0
2017,30,2,0
2017,31,13,0
2017,31,5,0
2017,31,3,0
2017,31,31,1
2017,31,12,0
2017,31,1,0
2017,31,50,1
2017,31,5,1
2017,31,4,0
2017,31,7,1
2017,31,50,1
2017,31,14,1
2017,31,19,1
2017,31,50,0
2017,31,50,1
2017,31,2,0
2017,31,50,1
2017,31,50,1
2017,31,50,0
2017,31,28,0
2017,31,3,0
2017,31,50,1
2017,31,1,0
2017,31,33,1
2017,31,11,0
2017,31,50,1
2017,31,48,1
2017,31,50,1
2017,31,39,0
2017,31,3,0
2017,31,23,0
2017,31,12,0
2007,31,50,0
2009,23,8,0
2017,32,1,0
2011,32,1,0
2014,35,32,0
2007,32,3,0
2016,25,6,0
2010,27,3,0
2017,32,14,1
2014,25,8,0
2015,22,3,0
2014,32,3,0
2017,24,5,0
2007,28,1,0
2013,23,2,0
2008,26,3,0
2007,38,1,0
2016,26,23,0
2014,37,2,0
2008,29,1,0
2016,30,9,0
2016,31,50,1
2011,29,10,0
2011,28,32,0
2007,34,2,0
2013,27,11,0
2015,32,2,0
2009,28,4,0
2014,24,33,0
2010,38,1,0
2009,36,1,0
2009,30,6,0
2007,30,49,0
2012,37,2,0
2007,31,50,0
2009,29,7,0
2007,27,5,0
2007,34,8,0
2015,27,3,0
2017,32,7,0
2008,30,1,0
2017,32,10,1
2017,32,46,0
2017,32,50,0
2011,30,4,0
2017,32,13,0
2017,32,23,1
2017,32,50,0
2013,30,18,1
2017,32,13,1
2009,26,4,0
2010,32,4,0
2008,36,15,0
2015,33,4,1
2016,35,16,1
2007,28,4,0
2014,34,4,0
2008,33,8,0
2013,32,28,1
2010,28,8,0
2015,25,33,0
2010,39,4,0
2014,32,6,0
2007,31,26,0
2008,35,50,0
2007,34,50,0
2010,36,1,0
2017,30,1,0
2016,32,13,1
2014,24,26,0
2007,37,2,0
2017,32,24,1
2017,32,50,1
2017,32,19,1
2017,32,9,0
2017,32,50,0
2017,32,3,0
2010,37,2,0
2018,25,9,0
2015,38,2,0
2010,36,2,0
2009,20,9,0
2018,39,3,0
2017,32,6,0
2017,32,10,0
2017,32,15,0
2017,32,48,0
2017,32,50,0
2017,32,34,0
2017,32,48,1
2017,32,50,1
2017,32,14,0
2017,32,2,0
2012,28,50,0
2007,27,4,0
2007,31,6,0
2012,39,2,0
2018,23,1,0
2010,35,19,0
2018,33,7,0
2010,26,1,0
2010,33,12,1
2018,23,2,0
2016,29,7,0
2012,27,9,0
2011,37,4,0
2015,35,1,0
2009,28,1,0
2007,27,4,0
2012,36,10,0
2011,33,16,0
2009,32,2,0
2012,29,41,1
2011,34,2,0
2007,37,2,0
2007,30,1,0
2016,37,1,0
2008,33,2,0
2012,26,1,0
2016,24,7,0
2015,24,2,0
2008,27,2,0
2007,39,6,0
2007,31,2,0
2010,30,6,0
2014,28,2,0
2010,34,2,0
2012,32,18,1
2016,24,1,0
2015,38,2,0
2007,35,19,0
2009,27,7,0
2013,33,2,0
2017,38,1,0
2011,30,9,0
2007,34,5,0
2012,28,3,0
2010,31,18,0
2014,29,9,0
2007,28,15,0
2007,32,20,0
2017,32,3,0
2007,39,6,0
2013,34,3,0
2009,29,19,0
2011,29,1,0
2011,36,3,0
2013,33,45,1
2012,27,7,0
2007,32,3,0
2016,36,10,0
2007,32,4,0
2017,28,9,0
2010,28,1,0
2012,31,1,0
2007,35,1,0
2009,38,4,0
2014,33,6,1
2007,29,2,0
2009,33,19,0
2018,24,1,0
2018,32,3,0
2012,38,1,0
2007,29,3,0
2010,30,2,0
2012,33,6,0
2015,33,33,1
2011,29,2,0
2008,34,3,0
2013,28,40,0
2015,35,8,0
2016,26,31,0
2009,28,2,0
2007,29,3,0
2007,30,16,0
2014,32,3,0
2014,23,31,0
2013,33,3,0
2009,29,1,0
2008,34,1,0
2016,36,30,0
2009,24,3,0
2015,28,9,0
2007,31,50,0
2016,36,48,1
2012,29,9,0
2013,32,4,0
2018,29,20,0
2010,27,16,0
2012,26,1,0
2017,36,5,0
2015,33,2,0
2012,29,35,0
2013,27,2,0
2015,31,31,0
2009,36,2,1
2016,25,45,0
2009,39,1,0
2017,28,1,0
2008,25,3,0
2011,33,2,0
2009,27,3,0
2009,24,2,0
2007,26,4,0
2013,28,27,0
2014,29,10,0
2013,24,14,0
2009,32,3,0
2011,34,1,0
2013,25,2,0
2012,26,1,0
2007,35,7,0
2018,24,2,0
2008,28,2,0
2017,29,2,0
2007,36,6,1
2013,29,1,0
2010,26,10,0
2014,23,12,0
2012,26,1,0
2012,29,2,0
2007,32,50,0
2007,39,3,0
2014,26,11,0
2015,26,4,0
2011,38,1,0
2012,38,1,0
2015,38,13,0
2011,34,2,0
2018,33,8,1
2016,26,9,0
2018,28,3,0
2014,27,8,0
2018,32,8,0
2012,30,50,1
2012,39,1,0
2010,28,34,0
2010,30,4,0
2013,34,15,0
2013,35,11,0
2013,27,35,0
2016,25,50,0
2014,34,1,0
2014,31,6,0
2014,24,5,0
2015,36,1,0
2014,31,7,0
2011,32,5,0
2007,29,50,0
2008,29,36,0
2011,25,1,0
2017,24,1,0
2016,34,1,0
2009,22,1,0
2009,37,50,0
2007,32,50,0
2015,36,8,0
2014,25,11,0
2008,27,3,0
2011,38,1,0
2017,26,6,0
2016,29,6,0
2014,27,2,0
2010,25,4,0
2007,35,1,1
2010,30,1,0
2018,23,7,0
2012,29,8,1
2012,31,1,0
2010,31,1,0
2014,36,1,0
2016,31,50,1
2014,27,16,0
2007,31,2,0
2017,32,4,1
2007,27,22,0
2018,34,12,0
2009,29,9,0
2012,32,1,0
2007,33,1,0
2010,33,3,0
2009,26,14,0
2010,25,1,0
2010,25,8,0
2007,24,1,0
2007,28,50,0
2014,28,35,0
2009,20,3,0
2017,33,2,0
2013,25,8,0
2017,23,1,0
2007,26,5,0
2010,27,2,0
2012,34,6,1
2008,32,6,0
2010,26,3,0
2016,33,37,0
2010,38,3,0
2011,32,6,0
2012,25,2,0
2018,36,1,0
2014,40,1,0
2013,33,50,0
2008,34,18,0
2014,38,5,0
2007,39,9,0
2011,32,1,0
2007,24,2,0
2011,34,3,1
2018,23,7,0
2008,36,21,0
2009,30,1,0
2013,35,8,0
2012,30,50,1
2015,23,5,0
2014,30,5,0
2011,36,1,0
2015,29,1,0
2017,28,7,0
2016,27,50,1
2010,33,3,0
2013,32,1,0
2018,25,14,0
2016,29,14,0
2013,25,6,0
2007,28,9,0
2007,26,2,0
2013,29,4,0
2010,28,2,0
2008,29,8,0
2011,35,2,0
2017,32,2,0
2010,31,11,0
2011,39,3,0
2007,37,5,0
2008,28,5,0
2009,20,1,0
2016,30,33,1
2016,34,2,0
2013,23,2,0
2010,31,1,0
2009,25,1,0
2012,25,22,0
2011,33,4,0
2012,28,23,1
2008,33,50,0
2013,30,49,0
2011,30,2,0
2011,27,1,0
2016,35,1,0
2010,25,3,0
2010,32,5,0
2008,32,3,0
2007,27,1,0
2014,36,19,0
2018,32,8,0
2009,23,2,0
2014,30,1,0
2008,34,5,0
2008,31,50,0
2010,34,2,0
2014,37,10,0
2009,24,8,0
2010,29,1,0
2011,33,5,0
2008,33,6,0
2014,37,1,0
2018,23,13,0
2010,34,3,0
2013,32,7,0
2007,37,4,0
2008,31,4,0
2008,37,10,0
2007,35,14,0
2008,32,50,0
2008,26,1,0
2007,34,50,0
2007,32,15,0
2014,26,1,0
2014,34,19,0
2009,33,2,0
2009,38,5,0
2010,33,2,0
2016,33,4,0
2010,37,1,0
2009,24,22,0
2012,25,9,0
2014,25,41,0
2009,22,1,0
2007,36,3,0
2013,35,34,0
2007,39,37,0
2014,24,1,0
2012,29,21,0
2011,33,2,0
2013,34,4,0
2010,35,2,0
2011,28,1,0
2018,23,22,0
2009,25,3,0
2011,29,14,0
2009,31,3,0
2009,22,4,0
2007,27,1,0
2018,31,2,0
2018,26,2,0
2008,33,36,0
2007,24,1,0
2017,35,1,0
2016,31,46,1
2007,25,2,0
2016,29,1,0
2010,30,9,0
2018,35,1,0
2007,21,3,0
2012,29,4,0
2007,26,2,0
2016,35,1,0
2010,34,3,0
2012,26,50,0
2015,36,8,0
2012,30,50,1
2009,23,1,0
2007,31,41,0
2012,29,50,1
2007,35,50,0
2017,32,3,0
2009,26,3,0
2015,32,3,0
2007,31,50,0
2007,31,18,0
2008,32,1,0
2015,31,3,0
2007,32,1,0
2018,33,4,0
2007,33,2,0
2008,24,1,0
2009,36,2,0
2010,37,11,0
2011,32,11,0
2010,34,1,0
2013,34,4,0
2018,24,12,0
2014,33,8,0
2011,32,4,0
2016,24,50,0
2014,29,1,0
2014,38,2,0
2014,28,7,0
2007,33,7,0
2016,35,2,0
2007,33,4,0
2013,37,5,0
2018,33,6,0
2012,32,9,0
2016,26,1,0
2007,30,5,0
2009,37,1,0
2008,29,3,0
2017,31,1,0
2013,29,43,1
2017,30,3,0
2007,22,1,0
2011,28,2,0
2007,39,14,0
2014,33,10,0
2017,27,1,0
2014,35,23,0
2008,30,1,0
2012,29,5,0
2012,36,50,0
2013,31,4,1
2007,35,16,0
2007,37,1,0
2012,34,2,0
2010,30,5,0
2009,30,1,0
2013,37,39,1
2007,34,4,0
2016,36,44,0
2011,29,36,0
2018,33,4,0
2010,32,15,0
2012,29,46,1
2017,31,12,1
2013,29,7,0
2015,31,1,0
2015,37,13,0
2011,36,19,0
2011,34,15,0
2007,31,1,0
2012,29,46,0
2018,32,5,0
2013,31,47,0
2015,29,1,0
2010,24,1,0
2014,35,13,1
2007,32,21,0
2007,24,1,0
2010,27,9,0
2008,29,1,0
2008,36,1,0
2007,35,1,0
2013,31,6,0
2013,31,3,0
2011,32,2,0
2009,26,2,0
2016,33,30,1
2007,28,1,0
2014,36,12,0
2016,38,9,0
2015,25,7,0
2009,34,2,0
2009,26,9,0
2007,33,50,0
2009,21,5,0
2018,30,2,0
2011,26,1,0
2012,32,2,0
2010,28,4,0
2014,35,5,0
2015,23,1,0
2013,29,13,0
2014,23,26,0
2016,25,18,0
2015,32,28,1
2014,33,50,0
2015,36,4,0
2008,36,3,0
2007,39,3,0
2010,38,3,0
2012,30,6,0
2009,39,1,0
2014,33,7,1
2018,31,2,0
2013,34,9,0
2013,35,10,0
2008,29,37,0
2014,29,1,0
2008,34,26,0
2016,31,1,0
2016,33,5,1
2013,29,22,0
2011,37,2,0
2010,29,50,1
2012,31,9,1
2007,32,6,0
2014,39,1,0
2008,32,6,0
2011,25,18,0
2007,31,9,0
2016,32,12,1
2016,39,23,0
2008,25,1,0
2007,32,50,0
2013,30,1,0
2015,28,41,0
2009,25,4,0
2007,27,1,0
2016,28,4,0
2007,33,46,0
2018,38,4,0
2009,29,11,0
2009,21,5,0
2017,39,4,0
2014,25,31,0
2016,27,1,0
2010,34,8,0
2008,27,1,0
2013,31,5,0
2011,23,4,0
2014,33,14,1
2017,30,9,0
2014,31,50,0
2007,26,1,0
2008,26,2,0
2008,36,31,0
2018,36,1,0
2014,28,9,0
2007,35,4,0
2007,32,1,0
2007,32,5,0
2009,26,7,0
2009,31,1,0
2009,25,16,0
2009,34,3,0
2016,36,20,0
2008,26,7,0
2010,35,1,0
2016,35,9,1
2011,32,1,0
2016,39,2,0
2011,24,3,0
2013,38,8,0
2009,22,1,0
2007,34,10,0
2007,35,1,0
2017,33,9,0
2014,27,25,0
2007,27,1,0
2011,31,4,0
2010,25,2,0
2015,31,5,0
2013,28,27,0
2014,27,1,0
2012,31,11,1
2008,29,1,0
2018,31,14,1
2010,36,1,0
2014,25,3,0
2010,30,4,0
2014,24,13,0
2010,27,2,0
2014,26,5,0
2007,32,3,0
2016,36,3,0
2017,38,3,0
2014,37,1,0
2016,31,13,1
2016,28,5,0
2007,31,1,0
2018,29,1,0
2009,31,1,0
2016,35,1,0
2013,37,11,0
2012,30,10,0
2017,29,11,0
2009,38,30,0
2007,25,1,0
2013,32,12,0
2010,34,1,0
2018,39,2,0
2009,25,1,0
2010,30,2,0
2009,27,19,0
2014,31,3,0
2012,33,17,1
2012,30,1,0
2011,33,1,0
2013,30,1,0
2008,34,10,0
2013,35,2,0
2017,28,8,0
2014,38,8,0
2007,34,17,1
2007,39,35,0
2018,25,35,0
2014,40,1,0
2008,35,33,0
2014,36,29,0
2012,29,50,0
2012,27,1,0
2016,33,1,0
2009,21,16,0
2014,29,4,0
2018,29,1,0
2007,31,1,0
2007,25,3,0
2014,31,13,0
